,,,,,,
,3.9,2.5,89.7,tapC,,
,3.7,2.5,17,tapC,,
,4,2.5,0,tapC,,
,4,2.4,0.1,tapC,,
,3.8,6,38.9,tapC,,
,12.6,4.7,71.4,tapC,,
,15.2,4.5,80.7,tapC,,
,15.4,4.5,132.7,tapC,,
,15.2,4.5,187.4,tapC,,
,15.1,4.5,206.5,tapC,,
,15.1,4.6,206.5,tapC,,
,15,6.2,206.5,tapC,,
,16.1,6.9,206.5,tapC,,
,17.3,7.1,206.4,tapC,,
,17.8,3,167.6,tapC,,
,9,3,135.1,tapC,,
,5.1,3,125.8,tapC,,
,3.9,3.1,73.8,tapC,,
,3.3,3.1,19.1,tapC,,
,11.4,34.8,29.1,tapB,,
,11.4,72.7,29.1,tapB,,
,9.6,129.9,29.1,tapB,,
,9.4,188.5,29.1,tapB,,
,7.5,286.5,28.7,tapB,,
,4.4,368.5,17.7,tapB,,
,1.9,410.6,9.2,tapB,,
,0.4,431.4,2.5,tapB,,
,0.3,441.9,0.7,tapB,,
,0.3,447.4,0.6,tapB,,
,0.3,441.1,0.6,tapB,,
,0.3,404.6,0.6,tapB,,
,0.3,348.2,0.6,tapB,,
,0.3,264.4,0.6,tapB,,
,0.3,166.4,0.7,tapB,,
,0.3,84.4,0.9,tapB,,
,0.5,42.3,1.5,tapB,,
,2.2,21.5,1.5,tapB,,
,4.2,11,7.4,tapB,,
,5.9,5.5,12.6,tapB,,
,8,2.2,15.9,tapB,,
,8.6,0.8,20.3,tapB,,
,8.8,0,23.3,tapB,,
,9.3,0,27,tapB,,
,9.3,0,28.8,tapB,,
,9.3,11.3,28.8,tapB,,
,9.1,55,28.2,tapB,,
,7.4,156.4,28.2,tapB,,
,5.1,258.7,21.7,tapB,,
,3.4,361,16.5,tapB,,
,1.3,463.3,13.2,tapB,,
,0.7,540.5,8.8,tapB,,
,0.5,580.5,5.8,tapB,,
,0,602.4,2.1,tapB,,
,0.1,614.6,0.2,tapB,,
,0.1,610.5,0,tapB,,
,0.1,571.1,0,tapB,,
,0.1,472.4,0,tapB,,
,0.1,372.1,0.1,tapB,,
,0.3,271.1,0.1,tapB,,
,0.3,169.8,0.4,tapB,,
,0.5,93.2,0.4,tapB,,
,0.5,53.2,0.4,tapB,,
,0.7,31.3,0.5,tapB,,
,1.5,19.1,1.2,tapB,,
,3,11.9,2.5,tapB,,
,4.8,7.6,9.7,tapB,,
,6.2,4.9,15.4,tapB,,
,7.5,2.9,19.7,tapB,,
,8.4,1.6,21.6,tapB,,
,8.8,0.6,22.3,tapB,,
,8.9,0,23,tapB,,
,8.9,0,23.6,tapB,,
,8.7,22.1,23.5,tapB,,
,7.8,124.4,22.8,tapB,,
,6.3,226.7,21.5,tapB,,
,4.5,329,14.3,tapB,,
,3.1,415.9,8.6,tapB,,
,1.8,460.7,4.2,tapB,,
,0.7,484.5,2.3,tapB,,
,0.3,497.7,2,tapB,,
,0,505.4,1.3,tapB,,
,0,510.3,0.7,tapB,,
,0,491,0.7,tapB,,
,0,390.5,0.7,tapB,,
,0,289.4,0.7,tapB,,
,0,188.2,0.7,tapB,,
,0,102.3,0.7,tapB,,
,0,57.5,0.8,tapB,,
,2.2,33.7,1.6,tapB,,
,4.5,20.5,5.7,tapB,,
,6.2,12.8,10.6,tapB,,
,7.5,7.9,16.2,tapB,,
,8.2,5.1,19,tapB,,
,9,3.3,22.1,tapB,,
,9.8,2.1,26.5,tapB,,
,9.8,1,29.6,tapB,,
,9.8,0,30,tapB,,
,9.8,0,29.9,tapB,,
,7.6,21.6,29.1,tapB,,
,5.3,85.1,24.3,tapB,,
,3.6,162.1,19.4,tapB,,
,2.3,222.6,13.8,tapB,,
,1.6,252.4,11,tapB,,
,0.8,266.7,7.9,tapB,,
,0,274,3.5,tapB,,
,0,277.3,0.4,tapB,,
,0,279.1,0,tapB,,
,0,280.1,0,tapB,,
,0,259,0.3,tapB,,
,0,196.2,0.3,tapB,,
,0,119.2,0.3,tapB,,
,3.6,69.5,1.1,tapB,,
,7.5,59.4,4.5,tapB,,
,9.8,75.6,11.4,tapB,,
,10.7,88.9,15.5,tapB,,
,11.4,95.6,17.5,tapB,,
,11.5,103.2,18.1,tapB,,
,11.5,112.4,18.2,tapB,,
,11.5,121.6,18,tapB,,
,11.5,125.1,18,tapB,,
,11.5,125.1,18,tapB,,
,7.9,114.3,17.2,tapB,,
,4,94.6,13.8,tapB,,
,1.7,64.1,6.9,tapB,,
,0.8,43.5,2.8,tapB,,
,0.1,33.5,1.1,tapB,,
,0,24.1,0.5,tapB,,
,0,13.9,0.4,tapB,,
,0,4.2,0.5,tapB,,
,0,0,0.5,tapB,,
,0,0,0.5,tapB,,
,0,0,0.5,tapB,,
,6.9,0,4.9,tapB,,
,21.4,23.4,8.7,tapB,,
,28.7,68.9,16.7,tapB,,
,32.5,101.1,21.8,tapB,,
,34.1,114.9,25.6,tapB,,
,35.1,128.9,27.9,tapB,,
,35.7,145.3,28,tapB,,
,35.7,154.9,28,tapB,,
,35.7,154.9,28,tapB,,
,35.7,154.9,28,tapB,,
,28.8,154.9,23.6,tapB,,
,14.3,131.5,19.8,tapB,,
,7,86,11.8,tapB,,
,3.2,53.8,6.4,tapB,,
,1.6,40,2.6,tapB,,
,0.6,26,0.3,tapB,,
,0,9.6,0.1,tapB,,
,0,0,0.2,tapB,,
,0.1,0,0.9,tapB,,
,0.1,0,0.9,tapB,,
,3.1,0,0.9,tapB,,
,6.3,1.7,4.7,tapB,,
,8.8,17.6,12.2,tapB,,
,10.1,26.3,18.5,tapB,,
,10.5,32.6,24.9,tapB,,
,10.6,36.5,27.5,tapB,,
,11.3,43.2,27.4,tapB,,
,11.3,44.4,27.3,tapB,,
,11.2,44.4,26.6,tapB,,
,11.2,44.4,26.6,tapB,,
,8.2,44.4,26.6,tapB,,
,5,42.7,22.8,tapB,,
,2.5,26.8,15.3,tapB,,
,1.2,18.1,9,tapB,,
,0.8,11.8,2.6,tapB,,
,0.7,7.9,0,tapB,,
,0.1,1.2,0,tapB,,
,0.1,0,0,tapB,,
,0.1,0,0.1,tapB,,
,0.1,0,0.1,tapB,,
,0.1,0.1,0.1,tapB,,
,17.5,2,2.7,tapB,,
,30,28.1,6.6,tapB,,
,35.8,56.7,15.1,tapB,,
,38.2,75.2,19.8,tapB,,
,39,89.2,23.1,tapB,,
,40,99,25.3,tapB,,
,40.2,103.3,26.2,tapB,,
,40.3,104,26.1,tapB,,
,40.3,104,26.1,tapB,,
,40.3,103.9,26.1,tapB,,
,22.9,102,23.5,tapB,,
,10.4,75.9,19.6,tapB,,
,4.6,47.3,11.1,tapB,,
,2.2,28.8,6.4,tapB,,
,1.4,14.8,3.1,tapB,,
,0.3,5,0.9,tapB,,
,0.1,0.7,0,tapB,,
,0,0,0,tapB,,
,0,0,0,tapB,,
,0,0,0,tapB,,
,0,0,0,tapB,,
,0,0,0,tapB,,
,2.8,0,0,tapB,,
,5.1,31.5,2.6,tapB,,
,6.6,65.4,6.2,tapB,,
,7.7,113.6,14.1,tapB,,
,8.6,169.3,20.7,tapB,,
,8.9,228.1,24.7,tapB,,
,9.4,256.9,26.1,tapB,,
,9.4,256.9,26.1,tapB,,
,9.4,256.9,26.1,tapB,,
,9.4,256.9,26.1,tapB,,
,6.6,256.9,26.1,tapB,,
,4.3,225.4,23.5,tapB,,
,2.8,191.5,19.9,tapB,,
,1.7,143.3,12,tapB,,
,0.8,87.6,5.4,tapB,,
,0.5,28.8,1.4,tapB,,
,0,0,0,tapB,,
,0,0,0,tapB,,
,0,0,0,tapB,,
,0,0,0,tapB,,
,0,0,0,tapB,,
,0,0,0,tapB,,
,0.8,8.6,1,tapB,,
,4,50.4,3.6,tapB,,
,6.8,121.4,10.5,tapB,,
,8.6,193.6,16.3,tapB,,
,9.7,246.9,19.9,tapB,,
,10,290.7,21.7,tapB,,
,10.5,333.9,22.6,tapB,,
,10.5,369.4,23.4,tapB,,
,10.5,373.4,23.4,tapB,,
,10.5,373.4,23.4,tapB,,
,9.7,364.8,22.4,tapB,,
,6.5,323,19.8,tapB,,
,3.7,252,12.9,tapB,,
,1.9,179.8,7.1,tapB,,
,0.8,126.5,3.5,tapB,,
,0.5,82.7,1.7,tapB,,
,0,39.5,0.8,tapB,,
,0,4,0.2,tapB,,
,0,0,0.2,tapB,,
,0,0,0.2,tapB,,
,0,0,0.2,tapB,,
,0,0,0.2,tapB,,
,2.4,0,1.3,tapB,,
,6,30.2,3.2,tapB,,
,8.1,76.7,6.5,tapB,,
,9,131.3,11.4,tapB,,
,9.5,163.6,15.5,tapB,,
,9.9,183.9,18.5,tapB,,
,10.4,198.3,20.6,tapB,,
,10.4,200.9,20.9,tapB,,
,10.4,200.9,20.9,tapB,,
,10.4,200.9,20.9,tapB,,
,8,200.9,19.8,tapB,,
,4.4,170.7,17.9,tapB,,
,2.3,124.2,14.6,tapB,,
,1.4,69.6,9.7,tapB,,
,0.9,37.3,5.6,tapB,,
,0.6,17,2.4,tapB,,
,0.1,2.6,0.3,tapB,,
,0.1,0,0,tapB,,
,0.1,0,0,tapB,,
,0.1,0,0,tapB,,
,1.4,0.6,1.1,tapB,,
,5.4,13.2,7.9,tapB,,
,7.8,24.3,15.5,tapB,,
,8.9,28.9,20.3,tapB,,
,9.6,39.7,23.3,tapB,,
,9.9,53.7,24.8,tapB,,
,10.1,72.8,26.2,tapB,,
,10.1,82.4,26.2,tapB,,
,10.1,82.4,26.2,tapB,,
,10.1,82.4,26.2,tapB,,
,8.8,81.8,25.1,tapB,,
,4.8,69.2,18.3,tapB,,
,2.4,58.1,10.7,tapB,,
,1.3,53.5,5.9,tapB,,
,0.6,42.7,2.9,tapB,,
,0.2,28.7,1.4,tapB,,
,0,9.6,0,tapB,,
,9.8,0,21.9,tapB,,
,9.8,31.4,21.9,tapB,,
,8.5,122.8,21.9,tapB,,
,6.9,225.1,21,tapB,,
,4.9,327.4,19.2,tapB,,
,3.2,382.5,14.8,tapB,,
,2,409.8,10.5,tapB,,
,1.2,423.9,6,tapB,,
,0.4,431.3,2.7,tapB,,
,0,435.3,0.9,tapB,,
,0,437.9,0.2,tapB,,
,0,408.1,0.2,tapB,,
,0,317.6,0.2,tapB,,
,0,216,0.2,tapB,,
,0,113.7,0.5,tapB,,
,0.4,58.6,1.1,tapB,,
,2.1,31.3,3.4,tapB,,
,3.6,17.2,5.2,tapB,,
,5.1,9.8,8.1,tapB,,
,5.9,5.8,11.3,tapB,,
,6.7,3.2,16.3,tapB,,
,7.2,1.6,20.9,tapB,,
,7.3,0.7,22.5,tapB,,
,7.3,56.9,22.5,tapB,,
,7.3,159.2,22.2,tapB,,
,6.9,261.5,21.6,tapB,,
,5.2,363.8,19.3,tapB,,
,3.7,428.3,17.5,tapB,,
,2.2,461.7,14.6,tapB,,
,1.4,479.6,11.2,tapB,,
,0.6,489.3,6.4,tapB,,
,0.1,495.2,1.8,tapB,,
,0,498.6,0.2,tapB,,
,0,443.9,0.2,tapB,,
,0,343.2,0.2,tapB,,
,0,242,0.2,tapB,,
,2.8,139.7,1,tapB,,
,5.1,75.2,3.3,tapB,,
,7.4,41.8,5.8,tapB,,
,9,23.9,12.2,tapB,,
,10,14.2,18.2,tapB,,
,10.8,8.3,22.2,tapB,,
,11.4,4.9,24.2,tapB,,
,11.6,2.7,24.7,tapB,,
,11.6,1.7,24.7,tapB,,
,11.6,53.4,24.7,tapB,,
,8.8,155.7,23.9,tapB,,
,6.5,258,21.6,tapB,,
,4.2,360.3,19.1,tapB,,
,2.6,424.9,12.7,tapB,,
,1.6,458.4,6.5,tapB,,
,0.9,477.1,2.5,tapB,,
,0.3,487,0.5,tapB,,
,0.1,492.5,0,tapB,,
,0.2,495.4,0,tapB,,
,0.2,444.9,0,tapB,,
,0.2,344.2,0,tapB,,
,0.2,242.9,0,tapB,,
,0.2,141.5,0,tapB,,
,5.9,77.4,0.1,tapB,,
,10.6,43.9,3.2,tapB,,
,13.9,25.2,12.3,tapB,,
,16,15.3,20.5,tapB,,
,17.3,9.8,26.8,tapB,,
,17.8,6.3,30.6,tapB,,
,17.9,4,31.8,tapB,,
,17.9,2.4,31.8,tapB,,
,17.9,9.1,31.8,tapB,,
,17.9,41.2,31.8,tapB,,
,12.2,114.4,31.7,tapB,,
,7.5,216.7,28.6,tapB,,
,4.1,318.4,19.5,tapB,,
,2,374.8,11.3,tapB,,
,0.7,402.9,5,tapB,,
,0.1,416.8,1.2,tapB,,
,0,423.7,0,tapB,,
,0,427.7,0,tapB,,
,0,422.1,0,tapB,,
,0,391.5,0,tapB,,
,0,318.7,0,tapB,,
,0,216.9,0,tapB,,
,1.7,115.3,2.3,tapB,,
,4.2,58.9,5.4,tapB,,
,6.1,30.8,9.1,tapB,,
,7.3,16.9,13.7,tapB,,
,8.5,10,17.4,tapB,,
,9.2,6,20.7,tapB,,
,9.4,3.9,22.3,tapB,,
,9.5,1.5,23.8,tapB,,
,9.5,0.6,25.5,tapB,,
,9.5,0.1,25.5,tapB,,
,7.8,32.9,23.2,tapB,,
,5.3,119.9,20.1,tapB,,
,3.4,222.2,16.4,tapB,,
,2.2,324.5,11.8,tapB,,
,1,411.1,8.1,tapB,,
,0.3,456.1,4.8,tapB,,
,0.1,479.1,3.2,tapB,,
,0,491,1.7,tapB,,
,0,497.4,0,tapB,,
,0,501,0,tapB,,
,0,470.3,0,tapB,,
,0.3,384.8,0,tapB,,
,0.6,283.3,0,tapB,,
,3.5,182.2,0.8,tapB,,
,5.3,95.6,2.8,tapB,,
,6.7,50.6,4.8,tapB,,
,8.9,27.6,9.5,tapB,,
,9.8,15.7,14.2,tapB,,
,10.4,9.3,17.3,tapB,,
,10.7,5.7,18.9,tapB,,
,10.7,3.5,18.9,tapB,,
,10.4,17.7,18.9,tapB,,
,10.1,89.6,18.9,tapB,,
,7.2,190.7,18.1,tapB,,
,5.4,293,16.1,tapB,,
,4,368.7,14.1,tapB,,
,1.8,406.8,9.4,tapB,,
,0.9,426.3,4.7,tapB,,
,0.3,436.3,1.6,tapB,,
,0,442,0,tapB,,
,0.1,445.6,0,tapB,,
,0.3,432.6,0.1,tapB,,
,0.3,362.1,0.1,tapB,,
,0.3,261,0.5,tapB,,
,0.3,159.9,0.5,tapB,,
,0.3,84.8,0.5,tapB,,
,0.3,47,0.5,tapB,,
,0.3,27.5,0.5,tapB,,
,0.3,17.5,0.7,tapB,,
,0.3,11.8,0.7,tapB,,
,0.2,8.2,0.7,tapB,,
,57.7,36,15.4,tapA,,
,153.5,36,15.4,tapA,,
,212.9,36,15.4,tapA,,
,242.9,15.8,14.7,tapA,,
,242.7,6.3,8.7,tapA,,
,251.2,2.3,5.5,tapA,,
,255.6,0.9,2.5,tapA,,
,258.2,0.8,0.5,tapA,,
,260,0.8,0,tapA,,
,261.2,0.8,1.8,tapA,,
,252.6,2.9,2.8,tapA,,
,156.8,4.7,4.2,tapA,,
,97.4,5.6,4.4,tapA,,
,67.4,5.8,5.2,tapA,,
,60,5.8,5.2,tapA,,
,93.9,5.8,5.5,tapA,,
,185.1,5.8,5.5,tapA,,
,284.8,5.1,5.5,tapA,,
,385.3,5,5.5,tapA,,
,440.7,5,3.7,tapA,,
,436.1,2.9,2.7,tapA,,
,451.8,1.1,1.4,tapA,,
,460,0.2,1.5,tapA,,
,464.7,0,0.7,tapA,,
,459.7,0,0.7,tapA,,
,418.9,0,0.4,tapA,,
,324.6,0,0.4,tapA,,
,223,0,0.4,tapA,,
,127.2,0,1.2,tapA,,
,70.6,1.7,2.7,tapA,,
,50.3,1.8,3.7,tapA,,
,43.4,1.8,3.6,tapA,,
,44.6,1.8,3.3,tapA,,
,58.3,1.8,3.3,tapA,,
,91.7,2.8,3.7,tapA,,
,166.2,4.1,3.7,tapA,,
,255.2,6.6,3.7,tapA,,
,304.8,7.5,3.7,tapA,,
,323.3,7.6,2.9,tapA,,
,336.2,5.9,1.4,tapA,,
,334.6,5.8,0.4,tapA,,
,329.1,5.8,0.4,tapA,,
,321.6,5.8,0.4,tapA,,
,304.2,5.8,0.7,tapA,,
,268.6,4.9,0.3,tapA,,
,193.2,3.6,1,tapA,,
,103.1,1.1,1,tapA,,
,52.8,0.2,2.6,tapA,,
,27.8,2.9,2.6,tapA,,
,14.9,3.5,2.6,tapA,,
,7.8,3.5,5.3,tapA,,
,4.5,3.5,5.3,tapA,,
,9.2,3.5,5.3,tapA,,
,51.5,3.9,5,tapA,,
,136,5.1,5,tapA,,
,237.6,7.9,4.3,tapA,,
,337,7.9,4.3,tapA,,
,387.7,7.9,2.7,tapA,,
,414.2,5.1,3,tapA,,
,428.9,4.5,3,tapA,,
,437.1,4.5,0.3,tapA,,
,442,4.5,0.3,tapA,,
,438.3,4.5,0.3,tapA,,
,397,4.1,0.6,tapA,,
,313.3,2.8,0.6,tapA,,
,211.9,0,0.6,tapA,,
,112.3,2.8,0.6,tapA,,
,61.6,2.8,0.6,tapA,,
,35.1,7.6,0.8,tapA,,
,20.4,9.8,0.8,tapA,,
,12.2,9.9,0.8,tapA,,
,7.3,9.9,0.8,tapA,,
,8.2,9.9,1.7,tapA,,
,63,11.9,2.7,tapA,,
,163.8,15.6,4.5,tapA,,
,262.2,15.6,4.5,tapA,,
,312.8,12.8,4.5,tapA,,
,338.2,12.8,4.5,tapA,,
,351.9,8,4,tapA,,
,359.4,5.8,4,tapA,,
,363.7,5.7,4,tapA,,
,366.7,5.7,4,tapA,,
,364.1,5.7,3.2,tapA,,
,308.4,3.7,1.9,tapA,,
,206.8,0,0.1,tapA,,
,108,0,0.1,tapA,,
,78.3,4.2,0.1,tapA,,
,52.9,6.1,0.1,tapA,,
,39.2,10,0.1,tapA,,
,31.7,10,0.6,tapA,,
,27.4,10,0.9,tapA,,
,24.4,10.3,0.9,tapA,,
,30.2,10.8,0.8,tapA,,
,86.3,12.6,1.3,tapA,,
,187.9,14.2,1.8,tapA,,
,289.7,15.9,2.6,tapA,,
,326.2,11.7,2.6,tapA,,
,355.4,9.8,2.6,tapA,,
,370.6,5.9,2.6,tapA,,
,379.1,5.9,2.1,tapA,,
,383.6,5.9,1.8,tapA,,
,386.3,5.6,1.8,tapA,,
,381.2,5.1,1.8,tapA,,
,324.8,3.3,1.3,tapA,,
,223.1,1.7,8.6,tapA,,
,172.3,3.2,10.9,tapA,,
,114.9,11.2,12.9,tapA,,
,85.7,15.3,12.9,tapA,,
,70.5,16.7,13,tapA,,
,62,16.7,13,tapA,,
,58.4,16.7,13.6,tapA,,
,89.4,17.4,14.3,tapA,,
,176.4,18.9,15.1,tapA,,
,277.9,22,16.2,tapA,,
,354.9,22,8.4,tapA,,
,342.2,18.8,5.3,tapA,,
,361.9,10.8,3.3,tapA,,
,372.5,6.7,3.3,tapA,,
,378.3,5.3,3.2,tapA,,
,381.3,5.3,3.2,tapA,,
,382.1,5.3,2.6,tapA,,
,349.4,4.6,1.9,tapA,,
,261.3,3.1,1.1,tapA,,
,159.5,0,0,tapA,,
,82.2,0.1,2.8,tapA,,
,43.4,0.1,2.8,tapA,,
,23.7,0.9,3.4,tapA,,
,13.1,1.5,3.9,tapA,,
,7.3,1.5,4.3,tapA,,
,4.3,1.5,4.3,tapA,,
,9.1,1.5,5,tapA,,
,65.1,3.8,5.3,tapA,,
,164.2,7,6.1,tapA,,
,237.4,7,6.1,tapA,,
,272.3,6.9,3.3,tapA,,
,290.2,6.9,3.3,tapA,,
,299.5,6.1,2.7,tapA,,
,304.4,5.5,2.2,tapA,,
,307.5,5.5,2.5,tapA,,
,308.9,5.5,2.5,tapA,,
,303.3,5.5,1.8,tapA,,
,246.7,3.2,1.5,tapA,,
,147.1,0,0.7,tapA,,
,73.5,0,0.7,tapA,,
,45.1,0,0.7,tapA,,
,27.2,0,0.7,tapA,,
,17.9,0,0.7,tapA,,
,13,0,1.3,tapA,,
,9.9,0,0.8,tapA,,
,9.7,0.1,1.1,tapA,,
,40,1.3,2.3,tapA,,
,104.6,4.2,3.3,tapA,,
,187.1,8.2,3.7,tapA,,
,262.7,13.1,4.1,tapA,,
,301,13.9,4.1,tapA,,
,324.8,14.2,4.1,tapA,,
,337.3,14.2,4.4,tapA,,
,344,14.2,3.8,tapA,,
,347.6,14.2,3.6,tapA,,
,348.3,14.1,3.3,tapA,,
,318.3,12.9,2.1,tapA,,
,254.2,10,1.1,tapA,,
,171.9,6,0.7,tapA,,
,96.6,1.1,0.3,tapA,,
,51.5,0.3,0.7,tapA,,
,27.7,0,0.7,tapA,,
,15.2,0,0.4,tapA,,
,8.5,0,0.9,tapA,,
,4.9,0,1.5,tapA,,
,3,0.4,1.6,tapA,,
,16.6,0.4,1.9,tapA,,
,83.8,1.1,2.2,tapA,,
,185.6,5,2.6,tapA,,
,284,9.5,2.6,tapA,,
,346.3,9.5,2.2,tapA,,
,377.1,9.5,2.2,tapA,,
,393.4,9.5,2.3,tapA,,
,401.9,9.5,1.8,tapA,,
,406.6,9.5,1.2,tapA,,
,409.2,9.1,1.1,tapA,,
,396.1,9.1,0.8,tapA,,
,328.9,8.4,0.8,tapA,,
,227.4,4.5,0.4,tapA,,
,128.9,0,0.4,tapA,,
,66.6,0,0.4,tapA,,
,35.9,0,0.4,tapA,,
,19.6,0,0.3,tapA,,
,11.1,0,0.3,tapA,,
,6.4,0,0.3,tapA,,
,3.8,0,0.4,tapA,,
,2.1,0,0.5,tapA,,
,1.2,0,0.2,tapA,,
,0.4,0,0.2,tapA,,
,17,0,0.7,tapA,,
,61.4,1.6,1.7,tapA,,
,161.5,5.5,1.9,tapA,,
,263.8,8.6,2.5,tapA,,
,362.3,12.5,2.5,tapA,,
,418.1,12.6,2.5,tapA,,
,447.1,12.6,2.4,tapA,,
,462.3,12.7,2.3,tapA,,
,470.8,12.7,2.3,tapA,,
,475.4,12.7,2.3,tapA,,
,461.1,12.7,1.8,tapA,,
,418.5,11.2,0.8,tapA,,
,319.3,7.4,0.6,tapA,,
,217.7,4.3,0,tapA,,
,119.5,0.4,0,tapA,,
,63.8,0.3,0,tapA,,
,34.9,0.3,0,tapA,,
,19.7,0.2,0,tapA,,
,11.2,0.2,1.1,tapA,,
,6.6,0.2,1.6,tapA,,
,4,0.2,1.9,tapA,,
,2.2,0.1,1.9,tapA,,
